poll_id,pollster,numeric_grade,pollscore,methodology,state,start_date,end_date,sample_size,population,election_date,party,answer,candidate_name,pct
87677,SurveyUSA,2.8,-1.3,Online Panel,NA,2024-08-02,8/5/24,1510,lv,11/5/24,REP,Trump,Donald Trump,45
87679,Marist,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,NA,2024-08-01,8/4/24,1513,rv,11/5/24,REP,Trump,Donald Trump,48
87679,Marist,2.9,-0.9,Live Phone/Online Panel/Text-to-Web,NA,2024-08-01,8/4/24,1513,rv,11/5/24,REP,Trump,Donald Trump,45
87663,YouGov,3,-1.1,Online Panel,NA,2024-07-30,8/2/24,3092,lv,11/5/24,REP,Trump,Donald Trump,49
87663,YouGov,3,-1.1,Online Panel,NA,2024-07-30,8/2/24,3092,lv,11/5/24,REP,Trump,Donald Trump,47
87698,Marquette Law School,3,-1.1,Live Phone/Email,Wisconsin,2024-07-24,8/1/24,877,rv,11/5/24,REP,Trump,Donald Trump,50
87698,Marquette Law School,3,-1.1,Live Phone/Email,Wisconsin,2024-07-24,8/1/24,801,lv,11/5/24,REP,Trump,Donald Trump,49
87698,Marquette Law School,3,-1.1,Live Phone/Email,Wisconsin,2024-07-24,8/1/24,877,rv,11/5/24,REP,Trump,Donald Trump,43
87698,Marquette Law School,3,-1.1,Live Phone/Email,Wisconsin,2024-07-24,8/1/24,801,lv,11/5/24,REP,Trump,Donald Trump,45
87699,Marquette Law School,3,-1.1,Probability Panel,NA,2024-07-24,8/1/24,879,rv,11/5/24,REP,Trump,Donald Trump,48
87699,Marquette Law School,3,-1.1,Probability Panel,NA,2024-07-24,8/1/24,683,lv,11/5/24,REP,Trump,Donald Trump,47
87699,Marquette Law School,3,-1.1,Probability Panel,NA,2024-07-24,8/1/24,879,rv,11/5/24,REP,Trump,Donald Trump,41
87699,Marquette Law School,3,-1.1,Probability Panel,NA,2024-07-24,8/1/24,683,lv,11/5/24,REP,Trump,Donald Trump,42
87628,YouGov,3,-1.1,Online Panel,NA,2024-07-27,7/30/24,1434,rv,11/5/24,REP,Trump,Donald Trump,44
87630,Ipsos,2.8,-0.9,Probability Panel,NA,2024-07-26,7/28/24,876,rv,11/5/24,REP,Trump,Donald Trump,42
87635,Emerson,2.9,-1.1,Online Panel/Text-to-Web,New Hampshire,2024-07-26,7/28/24,1000,rv,11/5/24,REP,Trump,Donald Trump,47.6
87635,Emerson,2.9,-1.1,Online Panel/Text-to-Web,New Hampshire,2024-07-26,7/28/24,1000,rv,11/5/24,REP,Trump,Donald Trump,41.4
87612,U. North Florida,2.8,-0.6,Live Phone/Text-to-Web,Florida,2024-07-24,7/27/24,774,lv,11/5/24,REP,Trump,Donald Trump,49
87614,Ipsos,2.8,-0.9,Probability Panel,NA,2024-07-24,7/25/24,1238,a,11/5/24,REP,Trump,Donald Trump,38
87581,SurveyUSA,2.8,-1.3,Online Panel,Minnesota,2024-07-23,7/25/24,656,lv,11/5/24,REP,Trump,Donald Trump,40
87557,Siena/NYT,3,-1.5,Live Phone,NA,2024-07-22,7/24/24,1142,rv,11/5/24,REP,Trump,Donald Trump,48
87557,Siena/NYT,3,-1.5,Live Phone,NA,2024-07-22,7/24/24,1142,lv,11/5/24,REP,Trump,Donald Trump,48
87557,Siena/NYT,3,-1.5,Live Phone,NA,2024-07-22,7/24/24,1142,rv,11/5/24,REP,Trump,Donald Trump,42
87557,Siena/NYT,3,-1.5,Live Phone,NA,2024-07-22,7/24/24,1142,lv,11/5/24,REP,Trump,Donald Trump,43
87582,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,Wisconsin,2024-07-22,7/24/24,1046,rv,11/5/24,REP,Trump,Donald Trump,46
87582,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,Wisconsin,2024-07-22,7/24/24,1046,rv,11/5/24,REP,Trump,Donald Trump,50
87582,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,Wisconsin,2024-07-22,7/24/24,1046,rv,11/5/24,REP,Trump,Donald Trump,50
87582,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,Wisconsin,2024-07-22,7/24/24,1046,rv,11/5/24,REP,Trump,Donald Trump,49
87583,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,Pennsylvania,2024-07-22,7/24/24,1034,rv,11/5/24,REP,Trump,Donald Trump,43
87583,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,Pennsylvania,2024-07-22,7/24/24,1034,rv,11/5/24,REP,Trump,Donald Trump,49
87583,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,Pennsylvania,2024-07-22,7/24/24,1034,rv,11/5/24,REP,Trump,Donald Trump,49
87583,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,Pennsylvania,2024-07-22,7/24/24,1034,rv,11/5/24,REP,Trump,Donald Trump,44
87584,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,Minnesota,2024-07-22,7/24/24,1071,rv,11/5/24,REP,Trump,Donald Trump,41
87584,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,Minnesota,2024-07-22,7/24/24,1071,rv,11/5/24,REP,Trump,Donald Trump,46
87584,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,Minnesota,2024-07-22,7/24/24,1071,rv,11/5/24,REP,Trump,Donald Trump,46
87584,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,Minnesota,2024-07-22,7/24/24,1071,rv,11/5/24,REP,Trump,Donald Trump,45
87585,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,Michigan,2024-07-22,7/24/24,1012,rv,11/5/24,REP,Trump,Donald Trump,45
87585,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,Michigan,2024-07-22,7/24/24,1012,rv,11/5/24,REP,Trump,Donald Trump,49
87585,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,Michigan,2024-07-22,7/24/24,1012,rv,11/5/24,REP,Trump,Donald Trump,46
87585,Beacon/Shaw,2.8,-1.1,Live Phone/Text-to-Web,Michigan,2024-07-22,7/24/24,1012,rv,11/5/24,REP,Trump,Donald Trump,48
87530,Ipsos,2.8,-0.9,Probability Panel,NA,2024-07-22,7/23/24,1241,a,11/5/24,REP,Trump,Donald Trump,39
87530,Ipsos,2.8,-0.9,Probability Panel,NA,2024-07-22,7/23/24,1018,rv,11/5/24,REP,Trump,Donald Trump,42
87530,Ipsos,2.8,-0.9,Probability Panel,NA,2024-07-22,7/23/24,1241,a,11/5/24,REP,Trump,Donald Trump,34
87530,Ipsos,2.8,-0.9,Probability Panel,NA,2024-07-22,7/23/24,1018,rv,11/5/24,REP,Trump,Donald Trump,38
87542,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,Arizona,2024-07-22,7/23/24,800,rv,11/5/24,REP,Trump,Donald Trump,52.6
87542,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,Arizona,2024-07-22,7/23/24,800,rv,11/5/24,REP,Trump,Donald Trump,47.5
87543,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,Georgia,2024-07-22,7/23/24,800,rv,11/5/24,REP,Trump,Donald Trump,51.1
87543,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,Georgia,2024-07-22,7/23/24,800,rv,11/5/24,REP,Trump,Donald Trump,45.9
87544,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,Michigan,2024-07-22,7/23/24,800,rv,11/5/24,REP,Trump,Donald Trump,50.9
87544,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,Michigan,2024-07-22,7/23/24,800,rv,11/5/24,REP,Trump,Donald Trump,44.1
87545,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,Wisconsin,2024-07-22,7/23/24,845,rv,11/5/24,REP,Trump,Donald Trump,49.4
87545,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,Wisconsin,2024-07-22,7/23/24,845,rv,11/5/24,REP,Trump,Donald Trump,44.9
87546,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,Pennsylvania,2024-07-22,7/23/24,850,rv,11/5/24,REP,Trump,Donald Trump,51.1
87546,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,Pennsylvania,2024-07-22,7/23/24,850,rv,11/5/24,REP,Trump,Donald Trump,46.1
87555,YouGov,3,-1.1,Online Panel,NA,2024-07-22,7/23/24,1155,lv,11/5/24,REP,Trump,Donald Trump,46
87536,YouGov,3,-1.1,Online Panel,NA,2024-07-21,7/23/24,1435,rv,11/5/24,REP,Trump,Donald Trump,44
87531,Marist,2.9,-0.9,Online Panel,NA,2024-07-22,7/22/24,1117,rv,11/5/24,REP,Trump,Donald Trump,46
87531,Marist,2.9,-0.9,Online Panel,NA,2024-07-22,7/22/24,1117,rv,11/5/24,REP,Trump,Donald Trump,42
