id,state,race,party,last_election,voter_type
13557,AZ,b,i,i,registered
10619,AZ,a,d,r,likely
54138,CA,w,r,d,likely
14287,AR,w,r,d,likely
20273,AL,h,r,d,registered
61693,AK,w,d,r,registered
82687,CA,w,d,d,likely
65570,AL,b,d,r,registered
30555,CA,a,d,r,registered
15400,CO,w,d,r,registered
10110,AZ,w,d,r,registered
69470,AR,h,d,r,registered
61622,AR,w,r,d,likely
14409,AR,a,d,d,registered
63780,CA,b,d,r,registered
73003,AL,w,d,d,registered
11063,AZ,b,d,d,registered
19911,AZ,h,r,d,registered
98662,CT,w,r,d,likely
49394,CT,w,r,r,registered
65694,CA,a,r,d,registered
38922,AZ,w,r,d,registered
65088,CO,h,r,r,registered
30625,AZ,w,d,r,registered
26539,AK,a,r,d,registered
47417,AR,h,d,i,registered
70060,AK,w,d,d,likely
86928,AR,h,d,d,registered
22979,CA,w,r,d,registered
75123,AZ,w,d,r,registered
38729,CT,h,r,r,registered
54291,CT,h,r,d,registered
84612,CT,h,r,d,likely
13817,CA,w,d,d,registered
76725,AZ,h,d,d,likely
89246,AK,a,i,r,likely
82649,CO,b,d,d,registered
53918,AL,w,d,r,registered
79122,AL,n,d,d,likely
76732,CA,w,r,d,registered
13749,AL,a,d,d,likely
20728,AR,h,d,d,registered
50590,CO,w,r,d,registered
88475,AR,h,d,d,registered
36719,AL,w,d,r,registered
78916,CA,w,d,d,likely
93200,AR,b,d,r,likely
71781,CA,w,d,r,likely
80664,AZ,h,i,r,registered
71986,AZ,w,d,d,likely
41850,AZ,a,r,d,likely
75990,AK,b,r,r,likely
72334,CT,w,r,d,registered
96086,CA,w,d,d,registered
16000,CO,w,d,r,registered
54936,AZ,w,d,r,likely
13287,CT,h,r,d,registered
33063,CT,b,d,r,registered
19605,CA,b,r,d,registered
52477,AZ,a,r,d,likely
31833,AR,w,d,r,registered
63742,AZ,w,r,r,registered
72632,CO,b,d,r,registered
37747,CA,w,r,d,registered
25950,AL,w,d,r,likely
85836,AR,h,r,r,registered
10736,AL,h,r,d,registered
22888,AL,w,d,r,registered
37822,CT,a,d,r,likely
48764,AR,w,d,r,registered
49340,AZ,h,i,r,registered
95462,CO,w,d,r,likely
26337,AR,w,r,d,registered
46352,CA,w,r,d,registered
26886,AZ,w,r,r,likely
58645,CO,h,d,i,registered
13462,CT,a,d,i,registered
49594,CA,h,d,r,registered
41519,AK,w,r,r,registered
56349,CO,w,r,d,registered
22436,AK,b,d,r,registered
54771,CT,b,r,d,likely
16297,CO,a,d,d,registered
10496,AR,w,d,d,registered
36147,CO,w,r,d,registered
87141,AR,b,r,r,likely
88143,CA,w,d,r,likely
54794,AK,w,d,r,registered
72835,AL,w,r,i,likely
41484,CO,b,r,d,registered
34321,CO,b,r,r,likely
24163,AL,h,d,d,likely
25272,CO,w,d,r,registered
87855,AK,h,r,r,registered
90716,AZ,h,r,d,registered
84983,AZ,w,r,r,registered
64526,CO,b,d,d,likely
77080,AL,a,r,r,registered
46813,CO,h,r,d,registered
95573,CO,w,d,d,likely
27759,AR,h,r,r,likely
28021,CT,w,r,d,registered
63195,AZ,w,d,r,registered
58655,AR,w,r,d,likely
10657,CA,b,d,r,registered
80402,CO,b,d,d,likely
36232,AK,a,i,r,registered
56745,AZ,w,d,d,registered
81179,AL,h,r,d,registered
54053,CO,w,d,d,likely
73198,AZ,h,d,r,likely
69569,AK,h,d,d,registered
92943,AK,w,d,r,registered
21322,AL,w,d,i,registered
47389,CA,b,r,r,registered
84645,CA,a,d,d,likely
32581,CT,w,r,i,registered
12347,CO,w,d,d,likely
62564,CA,a,r,r,likely
36003,AZ,a,d,d,likely
84994,CA,h,d,r,likely
95595,AL,h,d,i,registered
44972,AZ,w,r,d,likely
42233,AK,w,r,d,likely
70091,AK,w,d,r,registered
21076,CA,w,d,d,likely
81500,AZ,w,d,r,registered
79777,AR,w,r,r,registered
30931,AK,w,r,r,registered
63142,AL,w,i,i,registered
66749,CA,b,d,r,likely
90523,AR,h,d,d,likely
28657,AR,w,d,d,registered
39540,CT,h,r,d,registered
78267,CT,w,d,d,likely
43290,AL,w,r,r,registered
23566,AL,h,d,d,registered
74878,AL,w,d,d,likely
18626,AZ,h,r,d,likely
21611,CT,w,r,d,registered
91134,AR,b,d,i,registered
28100,AR,b,r,i,registered
50048,AL,w,r,d,registered
67033,AR,w,r,d,registered
43464,AL,w,d,d,registered
71884,AL,w,r,d,registered
65577,AL,h,d,r,likely
31904,AZ,h,r,d,likely
22647,CT,w,r,r,registered
96263,CT,w,r,r,registered
45316,AL,w,r,d,registered
92286,AR,w,r,r,registered
39831,AZ,h,d,d,likely
28125,AL,a,d,r,likely
42889,AK,h,d,r,likely
59775,AK,a,d,r,registered
36962,AZ,w,r,d,likely
23682,CA,h,d,i,registered
90338,AK,w,r,r,likely
60924,AL,w,r,d,registered
14559,AZ,w,d,d,registered
86343,CT,w,r,d,registered
45509,CO,b,d,d,registered
90735,AR,h,d,d,registered
16461,CA,h,d,r,likely
52032,AZ,w,d,r,registered
34142,AZ,w,d,d,likely
79426,AZ,w,r,r,likely
48048,AZ,w,r,d,registered
52801,CO,w,r,r,registered
91977,CA,w,r,r,likely
11714,AR,w,d,d,registered
11491,AR,w,r,r,registered
75811,CO,a,r,d,likely
53372,AZ,w,r,r,registered
53817,CT,h,r,d,registered
28490,CO,w,d,r,registered
42463,AZ,w,r,d,registered
60946,AZ,w,d,r,registered
81046,CA,w,d,d,likely
41312,AZ,w,r,d,registered
96023,CT,w,r,d,likely
53414,AL,h,d,d,registered
24614,CO,w,d,r,registered
23186,CT,n,d,i,registered
48841,CT,w,d,d,registered
66339,CT,a,d,r,registered
95047,AL,w,d,d,registered
67374,CO,w,d,i,registered
71392,CT,w,d,r,likely
37182,CO,w,d,r,likely
36302,CT,n,d,i,registered
90002,AZ,w,r,r,registered
86279,AZ,w,r,d,likely
84715,AR,b,d,r,likely
80666,CO,b,r,r,registered
28973,AL,w,r,r,likely
57252,AR,w,r,r,registered
29613,CA,b,r,r,registered
45211,AK,w,r,d,likely
75715,AL,h,r,d,registered
78988,AR,w,d,r,registered
58686,AR,w,i,d,registered
64359,CA,w,d,r,registered
19695,AL,w,d,d,likely
94567,CO,h,d,d,registered
64623,AK,a,d,d,registered
11767,AK,b,d,r,registered
22534,AL,b,r,r,likely
94096,AK,w,d,r,registered
79076,AR,w,d,r,registered
44151,AK,w,r,d,registered
33764,CA,w,d,d,likely
45787,AR,w,d,r,registered
18297,CO,b,i,r,registered
76071,CT,h,d,r,registered
10616,AL,w,d,d,likely
64592,AR,w,d,d,registered
11290,CO,w,d,d,registered
63964,CA,w,r,r,registered
38838,CO,w,d,r,likely
24565,AR,w,d,r,registered
55905,AK,h,d,r,likely
81749,CT,b,d,i,registered
36257,CT,w,d,r,registered
47778,CA,b,r,r,likely
53831,CA,w,r,d,likely
43215,AK,h,r,d,likely
93160,CT,w,d,d,likely
91857,CT,h,d,r,likely
56692,CO,w,r,r,registered
75369,CT,b,d,r,likely
28939,AZ,b,d,d,registered
20584,CT,h,r,r,registered
81679,AK,b,r,r,registered
60327,AK,w,r,d,likely
17075,AZ,w,r,r,registered
65764,AK,w,r,d,registered
75625,CT,w,r,r,registered
78641,CT,w,r,r,registered
69739,CO,w,r,d,registered
13668,AR,w,d,d,registered
17738,CO,h,d,r,registered
47229,AK,w,r,r,registered
51641,CA,w,d,r,likely
80858,AL,w,r,r,likely
66957,CT,w,d,d,registered
54922,AL,w,d,d,registered
29900,AK,h,d,d,registered
42099,AR,w,d,i,registered
80413,CA,w,d,r,likely
58263,AK,o,r,r,registered
57411,AR,a,d,r,registered
41876,CA,h,d,d,registered
81650,AL,w,d,d,registered
45380,AL,b,d,r,registered
41145,AL,w,r,i,likely
86295,CA,w,d,d,registered
46695,CO,h,r,r,registered
37205,AR,w,d,d,likely
87669,AL,w,r,r,registered
24717,AL,w,d,d,registered
45759,CA,b,r,i,likely
28082,AL,b,r,d,registered
83765,AZ,h,r,d,likely
42362,AR,w,d,r,registered
41154,AZ,w,d,r,registered
31991,CO,w,d,r,registered
37601,CT,w,r,d,registered
80053,CO,w,r,d,registered
78475,AZ,h,d,r,likely
85651,CT,w,d,d,registered
28068,AR,a,d,r,registered
79230,AL,w,r,r,registered
99183,AK,n,r,d,likely
46975,AR,b,d,r,likely
82524,AZ,b,r,r,registered
75975,AL,h,r,r,registered
53447,AR,w,d,d,likely
13050,AK,b,r,d,registered
15422,AK,w,r,d,registered
96050,CT,w,d,d,registered
24787,CO,w,r,d,registered
15695,CA,w,r,r,registered
75866,AR,w,d,d,registered
72609,AR,a,r,d,likely
79628,AR,b,d,d,likely
62894,AK,w,d,d,registered
36973,AR,w,r,d,likely
23232,CT,a,r,d,registered
15849,AZ,w,r,i,registered
66245,AR,w,r,r,registered
75758,AR,w,d,r,likely
33335,AR,w,r,r,registered
59038,AZ,h,r,d,likely
79107,AZ,w,r,d,registered
48461,CT,w,r,d,registered
51571,CA,b,r,r,registered
86025,AZ,h,i,d,registered
36158,AZ,h,d,d,registered
73866,CO,h,r,r,likely
12511,CT,b,d,r,registered
20675,AK,h,d,d,likely
53517,AR,h,d,r,registered
63331,AZ,w,r,d,registered
24471,AZ,b,d,r,registered
35460,CT,w,d,d,likely
56036,AR,w,d,d,likely
86035,AL,w,d,d,registered
49704,AZ,w,r,r,registered
78135,CA,w,r,r,registered
92994,AR,h,r,d,likely
58726,AL,h,d,d,likely
15463,CT,h,r,r,registered
62183,CO,w,d,d,registered
48212,CO,b,d,r,registered
41779,AZ,w,d,d,likely
73659,CO,w,d,d,registered
80958,CA,w,r,r,likely
77841,AR,w,r,r,likely
78264,CO,w,d,r,likely
40632,CT,h,d,i,registered
82768,CO,w,d,i,registered
92861,CA,w,r,r,likely
98715,AL,w,r,d,likely
13641,CT,w,d,d,likely
38021,CA,h,d,r,registered
52389,AK,h,r,d,registered
84853,CA,w,d,d,registered
61331,CO,a,r,d,registered
63602,CA,b,d,r,registered
16822,CO,w,r,d,registered
60448,AZ,w,d,d,registered
95991,AK,w,d,d,registered
79316,AZ,w,r,d,likely
65243,AZ,w,d,r,registered
69242,AK,b,d,r,registered
63315,AK,b,r,d,likely
29877,CT,b,r,d,registered
87205,AK,w,d,d,likely
45117,AK,a,r,d,registered
99062,AL,w,r,r,registered
42724,CT,w,d,d,registered
84023,AZ,a,r,r,likely
34131,AL,w,r,r,likely
92113,AL,w,d,d,registered
96439,CO,b,d,d,registered
91245,AR,w,d,r,registered
77053,CO,w,d,d,registered
89182,AZ,a,r,d,registered
89272,AZ,w,r,d,registered
30607,AR,w,d,d,registered
56153,AK,h,d,i,likely
78389,CO,w,r,r,registered
95254,AK,w,d,r,likely
11480,AZ,w,d,d,registered
69573,CA,w,r,r,registered
83261,AZ,w,r,d,registered
59468,CT,b,r,r,registered
58861,CT,w,r,d,likely
79918,AL,h,d,d,likely
47925,AK,w,d,r,registered
60995,AK,b,r,r,registered
40230,AZ,h,r,d,registered
10819,CT,a,r,r,registered
55926,CT,h,r,r,registered
66605,AK,h,r,d,registered
57161,CO,h,d,d,likely
51002,AR,w,r,i,likely
77137,CA,w,d,d,registered
54016,AR,h,r,r,registered
87014,AZ,w,r,r,likely
73478,CO,w,r,d,likely
23869,AZ,w,d,d,registered
42444,CA,w,d,r,likely
86686,AZ,w,r,d,registered
70042,AR,h,d,r,registered
70333,AK,b,d,d,likely
35691,CO,b,r,r,registered
77666,AK,w,d,r,registered
38767,AL,h,d,r,registered
34868,AL,b,r,r,likely
23281,CA,w,d,d,likely
26411,CT,w,i,d,registered
44338,AZ,w,r,d,registered
21461,CO,h,r,r,registered
91545,AR,w,d,r,likely
27678,CT,w,r,r,likely
56282,AL,h,d,r,likely
88558,AK,w,r,d,registered
83311,AL,w,r,r,likely
54463,AL,a,r,d,likely
79792,CO,w,r,d,registered
81728,AK,a,r,i,registered
52021,CT,w,d,d,registered
19163,AR,w,d,d,registered
37580,AZ,w,d,r,registered
66124,AZ,b,r,r,likely
13224,CA,w,d,r,likely
18909,AK,h,r,r,registered
79864,CA,w,d,i,likely
78023,AZ,w,d,d,likely
63120,CO,w,d,d,registered
58054,AL,a,d,d,likely
70811,CT,b,r,r,registered
21165,CA,h,d,r,registered
24874,AL,w,r,r,likely
83839,AK,a,d,i,registered
64274,CT,w,r,r,registered
13359,AK,w,d,d,registered
11871,AL,b,r,d,registered
94584,AZ,h,r,r,registered
59344,CO,h,d,d,likely
63806,AL,h,r,d,registered
43592,CO,b,r,d,registered
13436,CA,w,r,r,likely
17125,CT,w,d,r,registered
65579,AL,w,r,d,registered
80676,AZ,w,d,d,registered
14808,CA,h,r,d,likely
75578,CA,b,d,r,registered
80255,CA,h,d,r,registered
92165,CT,w,d,i,registered
41556,AZ,w,d,d,registered
17281,CA,b,r,r,registered
18793,AZ,b,r,d,registered
32806,AL,w,r,d,registered
71202,AZ,b,r,d,registered
74350,CT,w,r,d,likely
75877,AR,b,d,r,registered
80262,CO,h,r,r,likely
34984,AL,b,d,r,likely
46015,CT,w,r,d,registered
84327,AL,w,d,d,likely
10396,AL,w,d,d,likely
99913,AL,w,d,i,registered
12058,AR,w,d,d,likely
78910,AK,w,r,r,registered
13746,AK,w,r,r,likely
23825,AL,w,r,d,likely
78323,AZ,w,d,r,registered
32032,CT,h,r,d,registered
61915,AR,w,r,r,likely
98550,CT,w,d,r,registered
37845,AL,b,d,d,registered
40600,AR,h,d,r,registered
32470,AR,b,r,r,registered
72050,CO,a,d,d,registered
98661,CO,w,d,r,likely
56938,AR,a,r,d,registered
65974,CA,w,d,r,likely
49901,CA,w,r,d,registered
95078,AR,h,i,d,registered
52868,AZ,w,d,d,likely
13725,CA,w,r,d,likely
81623,CT,b,r,d,registered
85865,CT,b,r,r,registered
83734,CO,w,r,r,registered
54475,CT,w,r,r,registered
76240,AR,w,d,r,registered
50242,AZ,w,i,r,registered
10389,CA,h,r,r,likely
36204,AZ,h,r,i,likely
11869,CT,b,r,d,likely
27709,CA,w,d,d,registered
92000,AK,w,i,d,registered
68863,AK,w,r,r,registered
39744,AZ,w,d,d,likely
64441,CO,w,d,i,registered
32513,AZ,w,d,d,likely
27275,CO,w,r,r,registered
61410,CO,w,d,d,likely
43361,AK,w,d,d,registered
45459,AZ,w,d,d,registered
70948,CO,w,d,r,registered
41429,CO,h,d,d,registered
14121,AR,w,d,d,likely
61224,CA,w,d,d,likely
18384,AZ,w,d,d,registered
15168,CA,w,r,r,registered
47091,CA,w,r,r,registered
46052,CO,w,r,r,registered
66586,CT,w,r,d,registered
30818,CA,h,r,d,registered
53851,AL,w,r,d,registered
84707,CT,w,d,r,registered
73621,AR,h,r,d,registered
96827,CA,w,d,d,likely
21589,CT,w,d,d,registered
68139,CA,w,r,d,likely
79203,CT,w,d,r,registered
24803,CA,b,r,r,registered
64122,CT,w,d,d,registered
98547,AZ,w,d,i,likely
53432,CA,a,d,i,registered
47074,AZ,w,r,d,likely
65154,AL,w,r,d,registered
30952,AZ,a,r,r,likely
97450,AL,w,r,r,likely
78049,CT,w,d,i,registered
45776,CA,w,d,r,registered
12624,CA,w,i,r,likely
87761,CO,w,r,d,likely
97957,CO,b,r,i,likely
31555,CO,h,d,d,registered
28675,AK,w,d,d,registered
44842,AR,w,d,d,registered
73396,CO,w,r,r,registered
48990,AK,w,r,d,registered
81095,CT,w,r,d,registered
15784,CT,w,r,r,registered
78772,CT,h,i,r,registered
58887,CT,h,d,r,registered
42228,CT,b,d,d,registered
61128,AL,w,d,r,registered
84726,AR,w,d,d,registered
88158,AL,a,r,r,likely
66067,AZ,w,d,d,registered
26789,CT,b,d,r,registered
50852,AR,b,r,d,registered
55747,AR,w,d,r,likely
24591,AL,w,d,d,likely
57301,AL,w,d,d,registered
26888,AK,b,d,d,registered
65031,CT,w,r,d,registered
57724,AL,w,d,r,registered
83871,AZ,w,r,d,registered
47465,AR,h,d,r,registered
25594,CT,h,d,r,registered
15321,CT,w,d,r,registered
27458,AK,w,d,r,registered
54557,CA,w,r,r,likely
43433,AZ,a,r,d,likely
45187,AK,w,r,d,likely
11350,AK,h,d,r,registered
55614,AK,w,r,r,likely
62044,CO,w,r,d,registered
40054,AZ,h,d,d,registered
19465,CT,w,r,i,registered
60430,CO,w,r,d,registered
76574,AZ,h,d,r,registered
10566,CA,w,d,i,registered
22924,AK,h,r,r,registered
17362,AK,w,d,r,registered
38531,CA,w,r,r,registered
99626,AZ,w,r,r,likely
92239,AK,a,d,d,registered
75754,CO,w,r,i,registered
89785,CT,w,i,r,likely
10518,AK,h,r,d,registered
74759,AK,h,r,i,likely
53581,AL,w,r,d,registered
67614,AL,w,r,r,registered
81338,CT,w,d,d,likely
50816,AK,w,d,d,registered
45465,AR,w,d,d,likely
20840,CA,w,d,d,registered
38631,AL,w,d,r,registered
34638,AL,h,d,r,registered
83526,AK,w,d,d,registered
85383,CT,b,r,r,registered
11876,CA,w,r,r,likely
37865,AL,h,d,d,registered
31545,AR,w,r,r,registered
63583,AL,w,r,d,likely
44379,AL,w,r,r,registered
77317,AL,w,r,d,registered
74027,CT,h,d,d,likely
47136,CO,h,r,r,registered
43508,CA,o,d,i,registered
80642,CT,w,d,r,registered
71036,AR,w,r,r,registered
91015,CA,h,d,r,registered
93597,CA,w,r,d,registered
32710,CO,w,d,d,registered
25569,AK,b,r,d,registered
78821,AL,h,r,r,likely
90999,AK,b,r,r,registered
86994,AL,b,d,r,registered
11707,CT,b,d,d,likely
20713,AL,w,d,r,registered
76756,CA,w,d,r,likely
14398,AK,w,r,d,likely
69828,CA,w,d,r,registered
41185,CT,h,r,r,registered
43706,CO,h,r,d,registered
68691,AZ,w,r,d,registered
12014,AR,w,d,r,likely
96841,CT,h,r,r,registered
76414,CO,w,d,i,likely
61341,AR,w,r,d,likely
99268,CA,h,d,r,likely
59439,AZ,w,r,r,registered
21475,CO,w,r,r,registered
77676,CA,h,d,r,registered
83303,CO,w,r,r,registered
31625,CO,h,r,d,likely
55506,CO,b,d,d,likely
97255,CT,w,d,d,registered
14381,AZ,b,d,r,registered
64818,CT,w,r,r,registered
61462,AR,w,d,d,likely
14138,CA,h,d,i,likely
52450,AR,w,d,r,registered
87760,AZ,h,d,i,likely
93261,AZ,w,d,r,likely
24048,AR,w,r,d,likely
75962,CA,b,d,r,registered
88102,CT,w,r,r,likely
36535,CO,w,r,r,registered
98835,AL,w,d,d,registered
68530,AK,w,r,d,registered
31220,AR,h,r,r,registered
23871,AZ,b,d,d,likely
98527,AK,w,r,d,registered
39647,AK,w,d,d,likely
73142,CA,w,d,r,registered
56230,CO,h,r,d,registered
57674,AK,w,d,r,likely
81864,CT,w,d,r,registered
76255,CA,w,r,d,likely
51327,CO,a,d,d,registered
50519,AL,w,d,r,registered
21636,AR,w,d,d,registered
32796,AK,a,d,r,registered
98609,CA,w,d,r,registered
98404,CT,h,r,r,registered
25501,AZ,w,r,r,likely
43673,AK,h,d,r,registered
41121,AZ,h,d,d,registered
79040,CT,w,d,d,registered
88499,CA,b,r,r,likely
22746,AL,w,d,r,registered
58548,CT,w,d,d,registered
76412,AL,h,d,r,registered
33310,CO,w,r,r,registered
23675,CA,h,d,d,likely
56621,AZ,w,d,r,likely
12492,CO,b,i,r,registered
43775,AR,w,r,d,registered
99257,CT,b,r,r,registered
57212,CO,h,r,r,likely
28572,AL,w,r,d,registered
83350,AK,h,d,r,registered
65613,CT,n,d,d,registered
27281,AZ,w,r,d,registered
15429,CT,w,d,d,likely
43393,CT,w,r,r,registered
39589,AL,h,d,r,registered
80196,CO,h,d,r,likely
54469,CA,n,r,d,likely
36295,AK,w,r,d,likely
13246,AL,w,r,d,registered
44196,CT,w,d,d,registered
39840,CA,w,r,r,likely
69225,AL,w,r,r,registered
93140,AR,b,r,r,registered
67809,AR,w,r,d,likely
75644,AR,b,r,r,registered
66877,AR,b,r,r,registered
59078,AR,w,r,r,registered
87654,AZ,h,r,d,registered
49945,AK,b,d,d,registered
34938,AR,w,r,d,likely
31240,CO,a,d,d,likely
66204,CA,w,d,d,registered
79849,AL,w,r,r,registered
24370,CT,h,d,d,registered
63682,CO,w,d,d,likely
79072,CT,h,r,i,likely
12679,CT,w,r,r,registered
12581,AK,w,d,d,registered
47516,CA,w,r,r,registered
35260,AZ,w,d,r,likely
62438,CO,w,d,i,registered
35072,AZ,w,r,i,likely
28081,CT,h,r,r,registered
69035,AL,w,d,d,registered
29578,AZ,o,r,r,likely
67239,CA,h,r,r,likely
38425,AL,w,d,d,likely
25941,AR,w,r,r,registered
67461,AK,w,d,r,likely
43410,AR,h,d,r,registered
43231,AK,o,r,d,likely
87319,CT,a,r,d,registered
86545,AL,w,d,r,registered
75445,AL,b,d,d,likely
83661,CO,b,r,r,likely
79459,CA,w,d,r,registered
92376,CA,h,d,r,registered
95761,AK,h,r,d,likely
10740,AL,w,d,d,registered
37610,CA,w,r,r,likely
13899,CT,w,d,d,registered
40327,AK,w,r,d,registered
86622,AR,a,r,r,registered
58682,AK,h,r,d,likely
54019,AR,w,r,d,registered
66409,CT,h,d,r,registered
46597,CT,w,r,r,registered
44109,CO,h,i,d,registered
89521,AR,b,r,r,likely
36989,AZ,h,d,d,registered
48421,CA,w,d,d,registered
12115,CA,w,r,r,registered
88765,AK,b,r,r,registered
26921,CA,w,d,d,likely
93273,CO,w,d,r,registered
77321,AL,w,r,d,registered
82429,CT,w,d,r,registered
74725,CO,a,r,d,registered
93943,CO,b,d,d,likely
15401,AZ,w,d,d,registered
88551,AK,w,r,r,registered
42360,AR,w,d,d,registered
73376,CO,h,r,d,registered
29765,AL,w,r,d,registered
55048,AK,w,d,r,registered
45119,AK,w,r,r,registered
40109,CO,h,d,r,registered
72037,CO,h,r,d,registered
48254,AR,w,r,i,registered
61910,CT,w,r,d,likely
59248,AZ,w,r,d,registered
61019,CT,w,d,d,likely
12100,CT,w,r,r,likely
73318,CA,w,d,d,likely
56974,AR,h,d,r,registered
95765,AK,h,r,r,registered
63967,CA,w,d,d,registered
96700,CO,w,d,r,likely
95824,CO,w,r,r,registered
60283,AZ,b,r,r,registered
57007,CO,w,d,d,likely
26249,AR,b,r,r,registered
56793,AR,b,r,d,likely
77996,AZ,w,i,r,registered
94353,AZ,o,d,d,registered
71258,CT,w,r,i,likely
63526,CA,w,d,r,registered
79102,AR,w,r,r,registered
26219,AR,a,r,d,registered
39303,CO,w,d,r,likely
32637,CT,w,r,d,registered
93173,AZ,w,d,d,likely
54979,CT,w,d,d,registered
24906,AL,w,r,r,registered
63342,CO,h,d,d,likely
47766,CT,w,r,d,registered
51574,CO,b,i,d,registered
23815,AL,h,d,i,likely
70099,CO,w,d,d,registered
38933,CA,w,r,i,registered
82937,CO,w,r,r,likely
43576,CA,w,r,d,registered
40667,AR,w,r,r,likely
16520,AL,w,d,i,registered
61903,CT,w,r,r,registered
61243,AL,w,r,r,likely
94800,CA,w,d,d,registered
18693,CO,w,r,r,registered
27682,AK,w,d,d,likely
28558,CO,w,d,r,likely
30046,CO,w,d,d,registered
47150,AR,w,i,d,likely
51042,AR,a,d,i,registered
43913,AR,w,d,r,likely
99201,AZ,b,d,r,registered
59896,AK,w,r,r,registered
65383,CT,b,r,r,registered
20787,AL,w,r,r,registered
68152,CO,w,d,r,registered
24500,AZ,h,d,r,registered
49653,AK,a,r,d,likely
23574,AL,b,r,r,registered
36548,AR,b,r,r,registered
73673,CO,b,d,d,likely
35766,AK,w,d,d,registered
63407,CT,w,r,d,registered
53320,AL,w,d,d,likely
32805,AL,h,r,d,registered
79242,CO,w,d,d,registered
66275,AR,w,r,i,registered
10846,AR,w,d,r,registered
54844,CO,w,d,r,likely
23547,CO,w,r,r,likely
63911,AL,b,r,d,registered
12939,AK,w,d,d,likely
83749,AK,w,i,r,registered
40888,CO,w,d,r,registered
17422,CO,w,r,r,registered
36121,AK,w,d,i,registered
35411,CO,w,r,i,registered
27818,CO,w,d,d,registered
28127,CA,h,r,d,registered
20059,AK,a,r,r,likely
26626,AL,b,d,r,likely
94324,AK,h,d,d,registered
26602,AZ,w,d,d,likely
90440,AR,n,d,d,likely
16695,AL,w,r,d,registered
48073,AK,w,r,r,registered
91821,AL,h,d,r,likely
71654,CT,w,d,d,registered
34187,AK,h,d,d,registered
64678,CA,w,r,d,likely
64679,AK,w,d,d,likely
24126,AR,b,r,r,registered
88338,AR,w,d,r,likely
53580,AK,w,r,d,registered
19236,AK,h,d,d,registered
61226,CT,w,r,r,registered
61649,AK,a,d,d,registered
22894,AZ,h,r,r,likely
44547,AZ,b,r,r,registered
84696,AL,h,d,r,registered
89584,AK,b,r,d,registered
30154,AZ,w,r,r,likely
39742,AK,w,r,r,registered
94898,AK,w,r,r,likely
36983,CO,w,d,r,registered
58183,CO,w,d,d,likely
59167,CA,w,d,r,registered
27228,CO,h,r,d,likely
64321,AZ,w,r,r,registered
71601,AR,a,d,r,registered
54349,AL,w,r,r,likely
86709,AZ,w,r,i,registered
51626,AZ,b,r,d,likely
73485,CA,a,d,d,likely
57120,AL,w,d,i,registered
10342,AL,w,d,d,registered
81142,AR,w,r,r,likely
71872,CO,w,d,r,registered
65578,AZ,w,r,r,likely
34000,AK,w,r,r,registered
22287,CA,w,r,d,registered
94042,AR,h,d,r,registered
74478,CT,h,r,r,registered
35425,AK,w,d,r,registered
91012,AK,b,r,d,registered
56394,AR,w,r,r,registered
47694,AK,w,r,r,likely
92972,CT,w,r,d,registered
45972,CO,w,r,r,registered
17520,AR,b,r,d,registered
23750,AR,w,d,d,registered
77755,CT,a,d,i,likely
45466,AL,b,d,r,registered
83011,AK,a,r,r,registered
22532,AL,w,r,d,registered
75728,AK,w,d,r,registered
89306,CA,a,r,d,likely
94466,CT,w,d,r,registered
41095,CT,a,d,r,registered
62318,AR,w,d,d,registered
93671,AR,w,d,r,likely
61027,AK,a,r,d,registered
84536,AR,w,r,i,registered
65716,CO,w,r,r,registered
17579,AL,w,r,r,registered
82334,AL,o,d,d,likely
17002,CT,w,r,d,likely
63332,CA,a,d,r,registered
54448,AL,w,d,d,registered
93971,CO,b,d,i,registered
27550,AL,w,d,i,registered
65024,AK,w,r,r,registered
10587,AR,w,r,r,registered
29502,AZ,h,d,r,registered
95730,AZ,w,r,d,registered
10450,AZ,w,r,d,likely
31663,CT,h,d,i,likely
25768,AR,w,r,d,likely
65358,AL,b,r,d,likely
68206,CO,h,d,d,registered
81852,AR,h,d,r,registered
69916,CT,a,r,r,registered
19340,CT,w,d,d,registered
94425,AR,w,d,d,likely
67934,AK,h,r,i,likely
49733,CT,w,d,r,registered
67393,CO,o,r,r,registered
25949,AL,b,d,d,registered
39022,AR,w,r,r,registered
32790,CO,a,d,r,likely
69716,AK,w,r,r,registered
25716,AK,w,r,d,likely
89897,CT,w,r,r,registered
39248,AL,w,r,r,likely
76549,CT,w,r,d,registered
51964,AZ,w,r,r,likely
24861,AL,a,d,d,registered
62269,CT,o,r,d,registered
93944,AZ,w,r,d,likely
30936,AZ,w,r,d,registered
83388,AR,w,d,r,likely
47170,CA,b,r,d,registered
61569,AK,w,r,i,registered
67514,CT,h,r,i,registered
77872,AK,w,d,d,registered
93314,CT,w,d,d,registered
88014,AL,w,d,d,registered
27410,CA,h,d,d,registered
78964,AL,w,d,d,registered
64338,AR,n,r,r,registered
20519,AL,h,d,r,registered
79156,CA,h,d,d,likely
81776,AR,w,r,d,likely
39811,AL,a,d,d,registered
34587,AK,w,d,d,registered
29736,AZ,h,d,r,registered
59332,CO,h,r,r,likely
93075,AL,h,r,d,likely
75187,AK,b,d,r,registered
52334,AL,w,d,r,registered
33544,AK,w,r,d,registered
81354,CT,w,d,d,registered
11002,AR,w,r,d,registered
24884,CT,w,d,r,registered
36016,CO,w,r,r,registered
54489,CT,w,r,d,registered
